,Market Crash (-30%),Severe Crash (-50%),Moderate Drawdown (-15%),Bull Shock (+20%),Volatility Spike
2020-02-26,-0.2895285330057693,-0.4895285330057693,-0.13952853300576928,0.21047146699423072,0.026178667485576762
2020-02-27,-0.3629470836750477,-0.5629470836750478,-0.21294708367504772,0.13705291632495228,-0.15736770918761933
2020-02-28,-0.2870590020245124,-0.48705900202451236,-0.13705900202451238,0.21294099797548763,0.03235249493871904
2020-03-02,-0.26283211032025616,-0.4628321103202562,-0.11283211032025615,0.23716788967974384,0.0929197241993596
2020-03-03,-0.33435274848105884,-0.5343527484810588,-0.18435274848105884,0.16564725151894116,-0.08588187120264712
2020-03-04,-0.2663558226859872,-0.4663558226859872,-0.11635582268598718,0.23364417731401282,0.08411044328503203
2020-03-05,-0.34866862976981844,-0.5486686297698185,-0.19866862976981844,0.15133137023018156,-0.12167157442454613
2020-03-06,-0.31564024419736386,-0.5156402441973639,-0.16564024419736387,0.18435975580263614,-0.03910061049340969
2020-03-09,-0.36380884295056753,-0.5638088429505675,-0.21380884295056754,0.13619115704943247,-0.15952210737641886
2020-03-10,-0.24666655705900736,-0.4466665570590074,-0.09666655705900735,0.25333344294099264,0.1333336073524816
2020-03-11,-0.3507501353453007,-0.5507501353453007,-0.2007501353453007,0.1492498646546993,-0.12687533836325177
2020-03-12,-0.38268805983090465,-0.5826880598309047,-0.23268805983090465,0.11731194016909535,-0.20672014957726165
2020-03-13,-0.20598351704908305,-0.4059835170490831,-0.055983517049083054,0.294016482950917,0.23504120737729234
2020-03-16,-0.41100821509341534,-0.6110082150934153,-0.2610082150934153,0.08899178490658469,-0.2775205377335383
2020-03-17,-0.26728844330793383,-0.46728844330793384,-0.11728844330793384,0.23271155669206617,0.0817788917301654
2020-03-18,-0.320539490862963,-0.520539490862963,-0.17053949086296302,0.17946050913703698,-0.05134872715740758
2020-03-19,-0.2831418652393444,-0.48314186523934444,-0.13314186523934443,0.21685813476065557,0.04214533690163891
2020-03-20,-0.338528123461138,-0.538528123461138,-0.18852812346113798,0.16147187653886202,-0.09632030865284498
2020-03-23,-0.3146411439146796,-0.5146411439146796,-0.16464114391467963,0.18535885608532038,-0.03660285978669909
2020-03-24,-0.22633100129999256,-0.4263310012999926,-0.07633100129999257,0.27366899870000744,0.18417249675001857
2020-03-25,-0.32818089233066877,-0.5281808923306688,-0.17818089233066878,0.17181910766933123,-0.07045223082667196
2020-03-26,-0.24624890416790585,-0.44624890416790586,-0.09624890416790584,0.25375109583209415,0.13437773958023538
2020-03-27,-0.3439337001163099,-0.5439337001163099,-0.19393370011630992,0.15606629988369008,-0.10983425029077482
2020-03-30,-0.267489305478604,-0.467489305478604,-0.117489305478604,0.232510694521396,0.08127673630348999
2020-03-31,-0.2860570913662534,-0.4860570913662534,-0.1360570913662534,0.2139429086337466,0.03485727158436646
2020-04-01,-0.34536873330720846,-0.5453687333072085,-0.19536873330720847,0.15463126669279154,-0.1134218332680212
2020-04-02,-0.28273189060432957,-0.4827318906043296,-0.1327318906043296,0.2172681093956704,0.04317027348917598
