Price,Close
Ticker,AAPL
Date,
2020-01-02,72.46826171875
2020-01-03,71.76372528076172
2020-01-06,72.3355484008789
2020-01-07,71.99534606933594
2020-01-08,73.15349578857422
2020-01-09,74.70735931396484
2020-01-10,74.876220703125
2020-01-13,76.47591400146484
2020-01-14,75.4432373046875
2020-01-15,75.11993408203125
2020-01-16,76.06090545654297
2020-01-17,76.90299224853516
2020-01-21,76.38179779052734
2020-01-22,76.65446472167969
2020-01-23,77.02362060546875
2020-01-24,76.8016357421875
2020-01-27,74.54328155517578
2020-01-28,76.65203857421875
2020-01-29,78.25656127929688
2020-01-30,78.14314270019531
2020-01-31,74.67839813232422
2020-02-03,74.47331237792969
2020-02-04,76.93193054199219
2020-02-05,77.55926513671875
2020-02-06,78.46646881103516
2020-02-07,77.39990997314453
2020-02-10,77.76750946044922
2020-02-11,77.29832458496094
2020-02-12,79.13397979736328
2020-02-13,78.57044982910156
2020-02-14,78.58980560302734
2020-02-18,77.15079498291016
2020-02-19,78.26814270019531
2020-02-20,77.46520233154297
2020-02-21,75.71176147460938
2020-02-24,72.11543273925781
2020-02-25,69.67272186279297
2020-02-26,70.7779769897461
2020-02-27,66.15135955810547
2020-02-28,66.1126708984375
2020-03-02,72.26781463623047
2020-03-03,69.97264099121094
2020-03-04,73.21829223632812
2020-03-05,70.84326934814453
2020-03-06,69.9024887084961
2020-03-09,64.37374877929688
2020-03-10,69.01005554199219
2020-03-11,66.61328887939453
2020-03-12,60.03491973876953
2020-03-13,67.22760009765625
2020-03-16,58.578975677490234
2020-03-17,61.154701232910156
2020-03-18,59.65763473510742
2020-03-19,59.20053482055664
2020-03-20,55.4421501159668
2020-03-23,54.26433181762695
2020-03-24,59.70842742919922
2020-03-25,59.379493713378906
2020-03-26,62.50423049926758
2020-03-27,59.91641616821289
2020-03-30,61.626312255859375
2020-03-31,61.500553131103516
2020-04-01,58.26456832885742
2020-04-02,59.236820220947266
2020-04-03,58.385494232177734
2020-04-06,63.47890853881836
2020-04-07,62.743656158447266
2020-04-08,64.34957885742188
2020-04-09,64.81391143798828
2020-04-13,66.08607482910156
2020-04-14,69.42362213134766
2020-04-15,68.78996276855469
2020-04-16,69.33655548095703
2020-04-17,68.395751953125
2020-04-20,66.97606658935547
2020-04-21,64.90582275390625
2020-04-22,66.77534484863281
2020-04-23,66.51654815673828
2020-04-24,68.43685150146484
2020-04-27,68.48524475097656
2020-04-28,67.37512969970703
2020-04-29,69.58808898925781
2020-04-30,71.05611419677734
2020-05-01,69.91217041015625
2020-05-04,70.90133666992188
2020-05-05,71.96549224853516
2020-05-06,72.70797729492188
2020-05-07,73.46012115478516
2020-05-08,75.2085952758789
2020-05-11,76.39202880859375
2020-05-12,75.51901245117188
2020-05-13,74.607177734375
2020-05-14,75.06552124023438
2020-05-15,74.6217269897461
2020-05-18,76.37992095947266
2020-05-19,75.93856048583984
2020-05-20,77.4154052734375
2020-05-21,76.83824920654297
2020-05-22,77.33296966552734
2020-05-26,76.80914306640625
2020-05-27,77.14381408691406
2020-05-28,77.17774963378906
2020-05-29,77.10257720947266
2020-06-01,78.05078887939453
2020-06-02,78.41211700439453
2020-06-03,78.8437728881836
2020-06-04,78.16474914550781
2020-06-05,80.39096069335938
2020-06-08,80.86627960205078
2020-06-09,83.41987609863281
2020-06-10,85.56607055664062
2020-06-11,81.45797729492188
2020-06-12,82.1612777709961
2020-06-15,83.1773681640625
2020-06-16,85.38177490234375
2020-06-17,85.26292419433594
2020-06-18,85.296875
2020-06-19,84.8094482421875
2020-06-22,87.02835845947266
2020-06-23,88.88597869873047
2020-06-24,87.31695556640625
2020-06-25,88.47614288330078
2020-06-26,85.75765991210938
2020-06-29,87.73406982421875
2020-06-30,88.46644592285156
2020-07-01,88.29912567138672
2020-07-02,88.29912567138672
2020-07-06,90.66112518310547
2020-07-07,90.37982177734375
2020-07-08,92.48478698730469
2020-07-09,92.88249969482422
2020-07-10,93.04495239257812
2020-07-13,92.61573791503906
2020-07-14,94.14837646484375
2020-07-15,94.7958755493164
2020-07-16,93.6294174194336
2020-07-17,93.44027709960938
2020-07-20,95.40941619873047
2020-07-21,94.09259033203125
2020-07-22,94.35692596435547
2020-07-23,90.06214141845703
2020-07-24,89.83904266357422
2020-07-27,91.96824645996094
2020-07-28,90.4574203491211
2020-07-29,92.19135284423828
2020-07-30,93.30687713623047
2020-07-31,103.0750503540039
2020-08-03,105.67229461669922
2020-08-04,106.37799072265625
2020-08-05,106.76355743408203
2020-08-06,110.48846435546875
2020-08-07,107.97644805908203
2020-08-10,109.54585266113281
2020-08-11,106.28797912597656
2020-08-12,109.82038116455078
2020-08-13,111.76393127441406
2020-08-14,111.66432189941406
2020-08-17,111.372802734375
2020-08-18,112.30083465576172
2020-08-19,112.44173431396484
2020-08-20,114.93677520751953
2020-08-21,120.8597412109375
2020-08-24,122.30525970458984
2020-08-25,121.30191802978516
2020-08-26,122.95149230957031
2020-08-27,121.481689453125
2020-08-28,121.28489685058594
2020-08-31,125.39791870117188
2020-09-01,130.39283752441406
2020-09-02,127.69134521484375
2020-09-03,117.4682388305664
2020-09-04,117.5459976196289
2020-09-08,109.63574981689453
2020-09-09,114.00874328613281
2020-09-10,110.28681945800781
