Price,Close
Ticker,GOOG
Date,
2020-01-02,67.85953521728516
2020-01-03,67.52654266357422
2020-01-06,69.1915512084961
2020-01-07,69.14838409423828
2020-01-08,69.69329071044922
2020-01-09,70.4630126953125
2020-01-10,70.95433807373047
2020-01-13,71.42579650878906
2020-01-14,71.01140594482422
2020-01-15,71.4242935180664
2020-01-16,72.0446548461914
2020-01-17,73.46847534179688
2020-01-21,73.66748046875
2020-01-22,73.74440002441406
2020-01-23,73.77913665771484
2020-01-24,72.78955841064453
2020-01-27,71.16128540039062
2020-01-28,72.08733367919922
2020-01-29,72.38858795166016
2020-01-30,72.25011444091797
2020-01-31,71.17765045166016
2020-02-03,73.74390411376953
2020-02-04,71.81487274169922
2020-02-05,71.87244415283203
2020-02-06,73.26202392578125
2020-02-07,73.4109115600586
2020-02-10,74.87244415283203
2020-02-11,74.8779067993164
2020-02-12,75.3483657836914
2020-02-13,75.16920471191406
2020-02-14,75.47095489501953
2020-02-18,75.4178466796875
2020-02-19,75.76624298095703
2020-02-20,75.34242248535156
2020-02-21,73.70271301269531
2020-02-24,70.55036163330078
2020-02-25,68.90569305419922
2020-02-26,69.14044189453125
2020-02-27,65.41388702392578
2020-02-28,66.46797180175781
2020-03-02,68.93844604492188
2020-03-03,66.57022094726562
2020-03-04,68.80992126464844
2020-03-05,65.4610366821289
2020-03-06,64.43721008300781
2020-03-09,60.32554626464844
2020-03-10,63.54291534423828
2020-03-11,60.3181037902832
2020-03-12,55.33051681518555
2020-03-13,60.53249740600586
2020-03-16,53.81289291381836
2020-03-17,55.57319641113281
2020-03-18,54.4317512512207
2020-03-19,55.349369049072266
2020-03-20,53.216861724853516
2020-03-23,52.437705993652344
2020-03-24,56.30073928833008
2020-03-25,54.714134216308594
2020-03-26,57.65507888793945
2020-03-27,55.12207794189453
2020-03-30,56.91413497924805
2020-03-31,57.70768356323242
2020-04-01,54.869468688964844
2020-04-02,55.62480926513672
2020-04-03,54.4853515625
2020-04-06,58.904212951660156
2020-04-07,58.88386154174805
2020-04-08,60.063514709472656
2020-04-09,60.12157440185547
2020-04-13,60.4248046875
2020-04-14,62.989070892333984
2020-04-15,62.653587341308594
2020-04-16,62.70321273803711
2020-04-17,63.68484878540039
2020-04-20,62.85904312133789
2020-04-21,60.364261627197266
2020-04-22,62.69031524658203
2020-04-23,63.34043502807617
2020-04-24,63.48931884765625
2020-04-27,63.319095611572266
2020-04-28,61.224308013916016
2020-04-29,66.57467651367188
2020-04-30,66.93101501464844
2020-05-01,65.5389404296875
2020-05-04,65.84614562988281
2020-05-05,67.05258178710938
2020-05-06,66.863525390625
2020-05-07,68.11711120605469
2020-05-08,68.9017333984375
2020-05-11,69.64068603515625
